Make,Model,Modulation,Weight(oz),L(in),W(in),H(in),Torque(which_V),Torque(oz-in),Speed(which_V),Speed(s/60deg),Motor Type,Rotation,Gear Material,Typical Price
Hitec,HS-805BB,Analog,5.36,2.60,1.18,2.27,4.8,275.0,4.8,0.19,3-pole,Dual Bearings,Plastic,39.99
Hitec,HS-805BB,Analog,5.36,2.60,1.18,2.27,6.0,343.0,6.0,0.14,3-pole,Dual Bearings,Plastic,39.99
Hitec,HS-805MG,Analog,6.95,2.60,1.18,2.27,4.8,275.0,4.8,0.22,3-pole,Dual Bearings,Metal,59.99
Hitec,HS-805MG,Analog,6.95,2.60,1.18,2.27,6.0,343.0,6.0,0.18,3-pole,Dual Bearings,Metal,59.99
Hitec,HS-81,Analog,0.58,1.17,0.47,1.16,4.8,36.0,4.8,0.11,3-pole,Bushing,Plastic,17.95
Hitec,HS-81,Analog,0.58,1.17,0.47,1.16,6.0,42.0,6.0,0.09,3-pole,Bushing,Plastic,17.95
Hitec,HS-815BB,Analog,5.36,2.59,1.18,2.26,4.8,275.0,4.8,0.19,3-pole,Dual Bearings,Plastic,44.99
Hitec,HS-815BB,Analog,5.36,2.59,1.18,2.26,6.0,343.0,6.0,0.14,3-pole,Dual Bearings,Plastic,44.99
Hitec,HS-81MG,Analog,0.67,1.17,0.47,1.16,4.8,36.1,4.8,0.11,3-pole,Bushing,Plastic,22.95
Hitec,HS-81MG,Analog,0.67,1.17,0.47,1.16,6.0,41.6,6.0,0.09,3-pole,Bushing,Plastic,22.95
Hitec,HS-82HD,Analog,0.58,1.17,0.47,1.16,4.8,38.8,4.8,0.12,3-pole,Bushing,Plastic,16.49
Hitec,HS-82HD,Analog,0.58,1.17,0.47,1.16,6.0,47.2,6.0,0.10,3-pole,Bushing,Plastic,16.49
Hitec,HS-82MG,Analog,0.66,1.17,0.47,1.16,4.8,39.0,4.8,0.12,3-pole,Bushing,Metal,22.95
Hitec,HS-82MG,Analog,0.66,1.17,0.47,1.16,6.0,47.0,6.0,0.10,3-pole,Bushing,Metal,22.95
Hitec,HS-8330SH,Digital,2.33,1.57,0.78,1.46,6.0,139.0,6.0,0.09,Coreless,Dual Bearings,Metal,(add)
Hitec,HS-8330SH,Digital,2.33,1.57,0.78,1.46,7.4,181.0,7.4,0.07,Coreless,Dual Bearings,Metal,(add)
Hitec,HS-8335SH,Digital,2.26,1.57,0.78,1.46,6.0,257.0,6.0,0.16,Coreless,Dual Bearings,Metal,(add)
Hitec,HS-8335SH,Digital,2.26,1.57,0.78,1.46,7.4,333.0,7.4,0.13,Coreless,Dual Bearings,Metal,(add)
Hitec,HS-8360TH,Digital,2.40,1.57,0.79,1.50,6.0,187.0,6.0,0.08,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8360TH,Digital,2.40,1.57,0.79,1.50,7.4,229.0,7.4,0.07,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8361TH,Digital,2.75,1.57,0.79,1.50,6.0,187.0,6.0,0.08,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8361TH,Digital,2.75,1.57,0.79,1.50,7.4,229.0,7.4,0.07,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8370TH,Digital,2.40,1.57,0.79,1.50,6.0,250.0,6.0,0.12,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8370TH,Digital,2.40,1.57,0.79,1.50,7.4,319.0,7.4,0.10,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8380TH,Digital,2.40,1.57,0.79,1.50,6.0,403.0,6.0,0.17,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8380TH,Digital,2.40,1.57,0.79,1.50,7.4,486.0,7.4,0.14,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8381TH,Digital,2.75,1.57,0.79,1.50,6.0,403.0,6.0,0.17,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8381TH,Digital,2.75,1.57,0.79,1.50,7.4,486.0,7.4,0.14,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8385TH,Digital,2.40,1.57,0.79,1.50,6.0,403.0,6.0,0.17,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-8385TH,Digital,2.40,1.57,0.79,1.50,7.4,486.0,7.4,0.14,Coreless,Dual Bearings,Titanium,(add)
Hitec,HS-85BB,Analog,0.67,1.14,0.51,1.18,4.8,42.0,4.8,0.16,3-pole,Single Bearing,Plastic,22.95
Hitec,HS-85BB,Analog,0.67,1.14,0.51,1.18,6.0,49.0,6.0,0.14,3-pole,Single Bearing,Plastic,22.95
Hitec,HS-85MG,Analog,0.77,1.14,0.51,1.18,4.8,42.0,4.8,0.16,3-pole,Single Bearing,Metal,29.95
Hitec,HS-85MG,Analog,0.77,1.14,0.51,1.18,6.0,49.0,6.0,0.14,3-pole,Single Bearing,Metal,29.95
Hitec,HS-8775MG,Digital,1.72,1.59,0.83,1.00,4.8,100.0,4.8,0.12,Coreless,Dual Bearings,Metal,(add)
Hitec,HS-8775MG,Digital,1.72,1.59,0.83,1.00,6.0,125.0,6.0,0.10,Coreless,Dual Bearings,Metal,(add)
Hitec,HS-900SGS,Digital,12.80,2.52,1.30,2.87,11.1,903.0,11.1,0.20,5-pole,Dual Bearings,Metal,(add)
Hitec,HS-900SGS,Digital,12.80,2.52,1.30,2.87,14.9,1,14.9,0.15,5-pole,Dual Bearings,Metal,(add)
Hitec,HS-925MG,Analog,2.00,1.55,0.78,1.48,4.8,66.7,4.8,0.20,Coreless,Dual Bearings,Metal,73.99
Hitec,HS-925MG,Analog,2.00,1.55,0.78,1.48,6.0,106.9,6.0,0.11,Coreless,Dual Bearings,Metal,73.99
Hitec,HS-945MG,Analog,1.97,1.55,0.78,1.48,4.8,122.2,4.8,0.16,Coreless,Dual Bearings,Metal,73.95
Hitec,HS-945MG,Analog,1.97,1.55,0.78,1.48,6.0,152.8,6.0,0.12,Coreless,Dual Bearings,Metal,73.95
Hitec,HS-965MG,Analog,2.19,1.57,0.78,1.45,4.8,102.7,4.8,0.13,Coreless,Dual Bearings,Metal,63.99
Hitec,HS-965MG,Analog,2.19,1.57,0.78,1.45,6.0,131.9,6.0,0.10,Coreless,Dual Bearings,Metal,63.99
Hitec,HS-985MG,Analog,2.19,1.57,0.78,1.45,4.8,133.3,4.8,0.16,Coreless,Dual Bearings,Metal,69.99
Hitec,HS-985MG,Analog,2.19,1.57,0.78,1.45,6.0,172.2,6.0,0.13,Coreless,Dual Bearings,Metal,69.99
Hitec,HS-M7990TH,Digital,2.78,1.72,0.88,1.57,6.0,500.0,6.0,0.21,Coreless,Dual Bearings,Titanium,175.99
Hitec,HS-M7990TH,Digital,2.78,1.72,0.88,1.57,7.4,611.0,7.4,0.17,Coreless,Dual Bearings,Titanium,175.99
Hitec,HSB-9360TH,Digital,2.40,1.57,0.79,1.50,6.0,236.0,6.0,0.08,Brushless,Dual Bearings,Titanium,(add)
Hitec,HSB-9360TH,Digital,2.40,1.57,0.79,1.50,7.4,236.0,7.4,0.06,Brushless,Dual Bearings,Titanium,(add)
Hitec,HSB-9370TH,Digital,2.40,1.57,0.79,1.50,6.0,347.0,6.0,0.12,Brushless,Dual Bearings,Titanium,(add)
Hitec,HSB-9370TH,Digital,2.40,1.57,0.79,1.50,7.4,347.0,7.4,0.10,Brushless,Dual Bearings,Titanium,(add)
Hitec,HSB-9380TH,Digital,2.40,1.57,0.79,1.50,6.0,472.0,6.0,0.17,Brushless,Dual Bearings,Titanium,(add)
Hitec,HSB-9380TH,Digital,2.40,1.57,0.79,1.50,7.4,472.0,7.4,0.14,Brushless,Dual Bearings,Titanium,(add)
Hitec,HSB-9381TH,Digital,2.54,1.57,0.79,1.50,6.0,472.0,6.0,0.17,Brushless,Dual Bearings,Titanium,189.99
Hitec,HSB-9381TH,Digital,2.54,1.57,0.79,1.50,7.4,472.0,7.4,0.14,Brushless,Dual Bearings,Titanium,189.99
Hitec,HSB-9465SH,Digital,2.19,1.57,0.78,1.45,6.0,187.0,6.0,0.09,Brushless,Dual Bearings,Metal,(add)
Hitec,HSB-9465SH,Digital,2.19,1.57,0.78,1.45,7.4,187.0,7.4,0.07,Brushless,Dual Bearings,Metal,(add)
Hitec,HSB-9475SH,Digital,2.19,1.57,0.78,1.45,6.0,269.0,6.0,0.13,Brushless,Dual Bearings,Metal,(add)
Hitec,HSB-9475SH,Digital,2.19,1.57,0.78,1.45,7.4,269.0,7.4,0.10,Brushless,Dual Bearings,Metal,(add)
Hitec,HSB-9485SH,Digital,2.19,1.57,0.78,1.45,6.0,361.0,6.0,0.18,Brushless,Dual Bearings,Metal,(add)
Hitec,HSB-9485SH,Digital,2.19,1.57,0.78,1.45,7.4,361.0,7.4,0.15,Brushless,Dual Bearings,Metal,(add)
Hitec,HSC-5995TG,Digital,2.19,1.57,0.79,1.46,6.0,334.0,6.0,0.15,(add),Dual Bearings,Titanium,(add)
Hitec,HSC-5995TG,Digital,2.19,1.57,0.79,1.46,7.4,417.0,7.4,0.12,(add),Dual Bearings,Titanium,(add)
Hitec,HSC-5996TG,Digital,2.17,1.57,0.79,1.50,4.8,89.0,4.8,0.13,(add),Dual Bearings,Titanium,94.99
Hitec,HSC-5996TG,Digital,2.17,1.57,0.79,1.50,6.0,181.0,6.0,0.10,(add),Dual Bearings,Titanium,94.99
Hitec,HSC-5997TG,Digital,2.17,1.57,0.79,1.50,4.8,135.0,4.8,0.17,(add),Dual Bearings,Titanium,(add)
Hitec,HSC-5997TG,Digital,2.17,1.57,0.79,1.50,6.0,250.0,6.0,0.14,(add),Dual Bearings,Titanium,(add)
Hitec,HSC-5998TG,Digital,2.17,1.57,0.79,1.50,4.8,200.0,4.8,0.23,(add),Dual Bearings,Titanium,(add)
Hitec,HSC-5998TG,Digital,2.17,1.57,0.79,1.50,6.0,82.0,6.0,0.19,(add),Dual Bearings,Titanium,(add)
Hitec,HSG-5083MG,Digital,0.77,1.30,1.14,1.18,4.8,21.0,4.8,0.07,3-pole,Single Bearing,Metal,54.99
Hitec,HSG-5083MG,Digital,0.77,1.30,1.14,1.18,6.0,26.0,6.0,0.05,3-pole,Single Bearing,Metal,54.99
Hitec,HSG-5084MG,Digital,0.76,1.14,0.51,1.18,4.8,21.0,4.8,0.07,3-pole,Single Bearing,Metal,39.00
Hitec,HSG-5084MG,Digital,0.76,1.14,0.51,1.18,6.0,26.0,6.0,0.05,3-pole,Single Bearing,Metal,39.00
Hitec,HSG-8315BH,Digital,2.12,1.57,0.79,1.50,6.0,60.0,6.0,0.05,Coreless,Dual Bearings,Plastic,(add)
Hitec,HSG-8315BH,Digital,2.12,1.57,0.79,1.50,7.4,74.0,7.4,0.04,Coreless,Dual Bearings,Plastic,(add)
Hitec,HSR-1425CR,Analog,1.47,1.59,0.77,1.44,4.8,39.0,4.8,0.23,3-pole,Dual Bearings,Plastic,16.99
Hitec,HSR-1425CR,Analog,1.47,1.59,0.77,1.44,6.0,47.0,6.0,0.19,3-pole,Dual Bearings,Plastic,16.99
Hitec,HSR-2645CR,(add),1.87,1.59,0.77,1.48,4.8,111.0,4.8,17,(add),Dual Bearings,Metal,33.99
Hitec,HSR-2645CR,(add),1.87,1.59,0.77,1.48,6.0,139.0,6.0,20,(add),Dual Bearings,Metal,33.99
Hitec,HSR-2645CR,(add),1.87,1.59,0.77,1.48,7.4,167.0,7.4,25,(add),Dual Bearings,Metal,33.99
Hitec,HSR-5498SG,Digital,2.11,1.57,0.78,1.45,6.0,152.7,6.0,0.22,3-pole,Dual Bearings,Metal,(add)
Hitec,HSR-5498SG,Digital,2.11,1.57,0.78,1.45,7.4,187.5,7.4,0.19,3-pole,Dual Bearings,Metal,(add)
Hitec,HSR-5980SG,Digital,2.47,1.57,0.78,1.45,6.0,333.3,6.0,0.17,Coreless,Dual Bearings,Metal,(add)
Hitec,HSR-5980SG,Digital,2.47,1.57,0.78,1.45,7.4,416.6,7.4,0.14,Coreless,Dual Bearings,Metal,(add)
Hitec,HSR-5990TG,Digital,2.40,1.57,0.78,1.45,6.0,333.3,6.0,0.17,Coreless,Dual Bearings,Titanium,119.99
Hitec,HSR-5990TG,Digital,2.40,1.57,0.78,1.45,7.4,416.6,7.4,0.14,Coreless,Dual Bearings,Titanium,119.99
Hitec,HSR-5995TG,Digital,2.17,1.57,0.79,1.50,6.0,333.3,6.0,0.15,Coreless,Dual Bearings,Titanium,114.99
Hitec,HSR-5995TG,Digital,2.17,1.57,0.79,1.50,7.4,416.6,7.4,0.12,Coreless,Dual Bearings,Titanium,114.99
Hitec,HSR-8498HB,Digital,1.93,1.57,0.78,1.45,6.0,102.8,6.0,0.20,3-pole,Dual Bearings,Plastic,(add)
Hitec,HSR-8498HB,Digital,1.93,1.57,0.78,1.45,7.4,125.0,7.4,0.18,3-pole,Dual Bearings,Plastic,(add)
Hitec,MD485HW,(add),1.59,1.57,0.78,1.50,4.8,67.0,4.8,0.20,Brushed,Single Bearing,Plastic,34.99
Hitec,MD485HW,(add),1.59,1.57,0.78,1.50,8.4,103.0,8.4,0.15,Brushed,Single Bearing,Plastic,34.99
Hitec,MD89MW,(add),0.88,1.14,0.51,1.18,4.8,76.0,4.8,0.17,Coreless,Dual Bearings,Metal,99.22
Hitec,MD89MW,(add),0.88,1.14,0.51,1.18,7.4,118.0,7.4,0.11,Coreless,Dual Bearings,Metal,99.22
Hitec,MD950TW,(add),2.40,1.57,0.78,1.46,4.8,292.0,4.8,0.23,Coreless,Dual Bearings,Titanium,139.99
Hitec,MD950TW,(add),2.40,1.57,0.78,1.46,7.4,486.0,7.4,0.14,Coreless,Dual Bearings,Titanium,139.99
Hitec,MD980TW,(add),2.79,1.72,0.88,1.57,4.8,500.0,4.8,0.21,Coreless,Dual Bearings,Titanium,209.99
Hitec,MD980TW,(add),2.79,1.72,0.88,1.57,7.4,611.0,7.4,0.17,Coreless,Dual Bearings,Titanium,209.99
Hobbico,CS-110,Digital,0.63,1.20,0.50,1.10,4.8,36.0,4.8,0.16,(add),Single Bearing,Hybrid,(add)
Hobbico,CS-110,Digital,0.63,1.20,0.50,1.10,6.0,46.0,6.0,0.13,(add),Single Bearing,Hybrid,(add)
Hobbico,CS-115,Digital,0.63,1.20,0.50,1.10,4.8,50.0,4.8,0.20,(add),Single Bearing,Hybrid,(add)
Hobbico,CS-115,Digital,0.63,1.20,0.50,1.10,6.0,58.0,6.0,0.16,(add),Single Bearing,Hybrid,(add)
Hobbico,CS-12,Analog,0.63,1.20,0.50,1.10,4.8,35.0,4.8,0.11,(add),Bushing,Plastic,15.99
Hobbico,CS-12,Analog,0.63,1.20,0.50,1.10,6.0,40.0,6.0,0.09,(add),Bushing,Plastic,15.99
Hobbico,CS-12MG,Analog,0.67,1.20,0.50,1.10,4.8,36.0,4.8,0.11,(add),Bushing,Metal,21.99
Hobbico,CS-12MG,Analog,0.67,1.20,0.50,1.10,6.0,42.0,6.0,0.09,(add),Bushing,Metal,21.99
Hobbico,CS-35,Analog,0.95,1.30,0.70,1.20,4.8,55.0,4.8,0.14,(add),Single Bearing,Plastic,21.99
Hobbico,CS-35,Analog,0.95,1.30,0.70,1.20,6.0,67.0,6.0,0.11,(add),Single Bearing,Plastic,21.99
Hobbico,CS-35MG,Analog,1.09,1.30,0.70,1.20,4.8,55.0,4.8,0.14,(add),Bushing,Metal,24.99
Hobbico,CS-35MG,Analog,1.09,1.30,0.70,1.20,6.0,67.0,6.0,0.11,(add),Bushing,Metal,24.99
Hobbico,CS-5,Analog,0.35,0.90,0.40,0.80,4.8,17.0,4.8,0.11,(add),Bushing,(add),19.99
Hobbico,CS-5,Analog,0.35,0.90,0.40,0.80,6.0,20.8,6.0,0.09,(add),Bushing,(add),19.99
Hobbico,CS-55,Analog,1.62,1.60,0.80,1.40,4.8,43.0,4.8,0.20,(add),Dual Bearings,Plastic,11.99
Hobbico,CS-55,Analog,1.62,1.60,0.80,1.40,6.0,52.0,6.0,0.17,(add),Dual Bearings,Plastic,11.99
Hobbico,CS-59,Analog,1.23,1.70,0.90,1.00,4.8,61.0,4.8,0.18,(add),Single Bearing,Hybrid,24.99
Hobbico,CS-59,Analog,1.23,1.70,0.90,1.00,6.0,76.0,6.0,0.14,(add),Single Bearing,Hybrid,24.99
Hobbico,CS-60,Analog,1.73,1.60,0.80,1.40,4.8,42.0,4.8,0.19,(add),Bushing,Plastic,8.99
Hobbico,CS-60,Analog,1.73,1.60,0.80,1.40,6.0,49.0,6.0,0.16,(add),Bushing,Plastic,8.99
Hobbico,CS-63,Analog,1.23,1.70,0.90,1.00,4.8,91.0,4.8,0.50,(add),Single Bearing,Plastic,27.99
Hobbico,CS-63,Analog,1.23,1.70,0.90,1.00,6.0,110.0,6.0,0.40,(add),Single Bearing,Plastic,27.99
Hobbico,CS-64,Analog,1.76,1.60,0.80,1.50,4.8,69.0,4.8,0.18,3-pole,Dual Bearings,Plastic,22.99
Hobbico,CS-64,Analog,1.76,1.60,0.80,1.50,6.0,83.0,6.0,0.15,3-pole,Dual Bearings,Plastic,22.99
Hobbico,CS-65,(add),1.72,1.60,0.80,1.60,4.8,77.0,4.8,0.16,(add),Dual Bearings,Metal,(add)
Hobbico,CS-67,Analog,1.62,1.60,0.80,1.40,4.8,43.0,4.8,0.20,(add),Dual Bearings,Plastic,13.99
Hobbico,CS-67,Analog,1.62,1.60,0.80,1.40,6.0,52.0,6.0,0.17,(add),Dual Bearings,Plastic,13.99
Hobbico,CS-70MG,Analog,2.12,1.60,0.80,1.50,4.8,107.0,4.8,0.24,(add),Dual Bearings,Metal,34.99
Hobbico,CS-70MG,Analog,2.12,1.60,0.80,1.50,6.0,133.0,6.0,0.20,(add),Dual Bearings,Metal,34.99
Hobbico,CS-72,(add),3.57,2.30,1.10,2.00,4.8,131.0,4.8,0.22,(add),Single Bearing,(add),(add)
Hobbico,CS-73,Analog,3.88,2.30,1.10,2.00,4.8,153.0,4.8,0.28,(add),Dual Bearings,Plastic,24.99
Hobbico,CS-73,Analog,3.88,2.30,1.10,2.00,6.0,182.0,6.0,0.23,(add),Dual Bearings,Plastic,24.99
Hobbico,CS-80,Analog,5.36,2.60,1.20,2.30,4.8,275.0,4.8,0.19,(add),Dual Bearings,Plastic,(add)
Hobbico,CS-80,Analog,5.36,2.60,1.20,2.30,6.0,334.0,6.0,0.14,(add),Dual Bearings,Plastic,(add)
Hobbico,CS126,Digital,1.41,1.50,0.80,1.40,4.8,61.0,4.8,0.23,(add),Dual Bearings,Plastic,22.99
Hobbico,CS126,Digital,1.41,1.50,0.80,1.40,6.0,76.0,6.0,0.18,(add),Dual Bearings,Plastic,22.99
Hobbico,CS140,Digital,1.87,1.60,0.80,1.50,4.8,66.0,4.8,0.18,3-pole,Dual Bearings,Metal,34.99
Hobbico,CS140,Digital,1.87,1.60,0.80,1.50,6.0,83.0,6.0,0.13,3-pole,Dual Bearings,Metal,34.99
Hobbico,CS150,Digital,1.90,1.60,0.80,1.50,4.8,162.0,4.8,0.26,3-pole,Dual Bearings,Metal,39.99
Hobbico,CS150,Digital,1.90,1.60,0.80,1.50,6.0,193.0,6.0,0.21,3-pole,Dual Bearings,Metal,39.99
Hobbico,CS160,Digital,2.12,1.60,0.80,1.50,4.8,110.0,4.8,0.17,(add),Dual Bearings,Metal,49.99
Hobbico,CS160,Digital,2.12,1.60,0.80,1.50,6.0,131.0,6.0,0.14,(add),Dual Bearings,Metal,49.99
Hobbico,CS170,Digital,2.19,1.60,0.80,1.50,4.8,250.0,4.8,0.19,(add),Dual Bearings,Titanium,89.99
Hobbico,CS170,Digital,2.19,1.60,0.80,1.50,6.0,333.0,6.0,0.15,(add),Dual Bearings,Titanium,89.99
Hobby Electronics,HDS-277,Digital,2.29,1.61,0.79,1.38,4.8,55.5,4.8,0.11,(add),Dual Bearings,(add),25.00
Hobby Electronics,HES-088,Analog,3.53,2.32,1.14,2.05,4.8,111.1,4.8,0.19,(add),Dual Bearings,Plastic,(add)
Hobby Electronics,HES-088M,Analog,4.41,2.32,1.14,2.05,4.8,166.6,4.8,0.23,(add),Dual Bearings,Plastic,(add)
Hobby Electronics,HES-1088,Analog,5.71,1.93,1.14,2.17,4.8,347.2,4.8,0.15,(add),Dual Bearings,Metal,(add)
Hobby Electronics,HES-1188,Analog,1.87,1.61,0.79,1.61,4.8,69.4,4.8,0.22,(add),(add),Plastic,(add)
Hobby Electronics,HES-1188BFM,Analog,2.36,1.61,0.79,1.61,4.8,138.9,4.8,0.20,(add),Dual Bearings,Metal,(add)
Hobby Electronics,HES-1188M,Analog,2.22,1.61,0.79,1.61,4.8,69.4,4.8,0.22,(add),(add),Plastic,(add)
Hobby Electronics,HES-188,Analog,1.87,1.61,0.79,1.61,4.8,48.6,4.8,0.23,(add),(add),Plastic,(add)
Hobby Electronics,HES-188M,Analog,2.22,1.61,0.79,1.61,4.8,48.6,4.8,0.23,(add),(add),Plastic,(add)
Hobby Electronics,HES-288,Analog,1.48,1.61,0.79,1.38,4.8,34.7,4.8,0.22,(add),(add),Plastic,(add)
Hobby Electronics,HES-388,Analog,1.06,1.46,0.71,1.18,4.8,33.3,4.8,0.17,(add),(add),(add),(add)
Hobby Electronics,HES-388M,Analog,1.34,1.46,0.71,1.18,4.8,33.3,4.8,0.17,(add),(add),(add),(add)
Hobby Electronics,HES-488,Analog,1.02,1.22,0.63,1.20,4.8,25.0,4.8,0.14,(add),(add),Plastic,(add)
Hobby Electronics,HES-488M,Analog,1.13,1.22,0.63,1.20,4.8,27.8,4.8,0.14,(add),(add),Plastic,(add)
Hobby Electronics,HES-490,Analog,0.17,0.79,0.31,0.24,4.8,13.9,4.8,0.12,(add),(add),Plastic,(add)
Hobby Electronics,HES-490,Analog,0.17,0.79,0.31,0.24,6.0,18.1,6.0,0.10,(add),(add),Plastic,(add)
Hobby Electronics,HES-588,Analog,0.63,1.10,0.53,1.10,4.8,30.6,4.8,0.17,(add),(add),Plastic,(add)
Hobby Electronics,HES-588M,Analog,0.78,1.10,0.53,1.10,4.8,30.6,4.8,0.17,(add),(add),Plastic,(add)
Hobby Electronics,HES-988,Analog,0.12,0.76,0.32,0.76,4.8,6.9,4.8,0.11,(add),(add),Plastic,(add)
Hobby Electronics,RB-1188,Digital,2.08,1.57,0.79,1.97,6.0,138.9,6.0,0.15,Brushed,Dual Bearings,Metal,(add)
Hobby Electronics,RB-1188,Digital,2.08,1.57,0.79,1.97,7.4,166.6,7.4,0.11,Brushed,Dual Bearings,Metal,(add)
Hobby Electronics,RB-1199,Digital,2.08,1.57,0.79,1.97,6.0,166.6,6.0,0.15,Brushed,Dual Bearings,Metal,(add)
Hobby Electronics,RB-1199,Digital,2.08,1.57,0.79,1.97,7.4,222.2,7.4,0.11,Brushed,Dual Bearings,Metal,(add)
HobbyKing,HK28012DMG,Digital,0.92,1.40,0.59,1.24,4.8,33.3,4.8,0.08,Coreless,Dual Bearings,Titanium,30.67
HobbyKing,HK28013DMG,Digital,0.92,1.40,0.59,1.24,4.8,58.3,4.8,0.13,Coreless,Dual Bearings,Titanium,30.86
HobbyKing,HK28013DMG,Digital,0.92,1.40,0.59,1.24,6.0,69.4,6.0,0.11,Coreless,Dual Bearings,Titanium,30.86
HobbyKing,HK47002DMG,Digital,1.83,1.58,0.79,1.68,4.8,55.6,4.8,0.07,Coreless,Dual Bearings,Titanium,35.92
HobbyKing,HK47002DMG,Digital,1.83,1.58,0.79,1.68,6.0,69.4,6.0,0.06,Coreless,Dual Bearings,Titanium,35.92
HobbyKing,HK47003DMG,Digital,1.83,1.58,0.79,1.68,4.8,97.2,4.8,0.12,Coreless,Dual Bearings,Titanium,35.92
HobbyKing,HK47003DMG,Digital,1.83,1.58,0.79,1.68,6.0,123.6,6.0,0.10,Coreless,Dual Bearings,Titanium,35.92
HobbyKing,HK47004DTS,Digital,1.69,1.58,0.79,1.68,4.8,90.3,4.8,0.13,Coreless,Dual Bearings,Plastic,35.01
HobbyKing,HK47004DTS,Digital,1.69,1.58,0.79,1.68,6.0,104.2,6.0,0.12,Coreless,Dual Bearings,Plastic,35.01
HobbyKing,HK47005DTS,Digital,1.69,1.58,0.79,1.68,6.0,112.5,6.0,0.18,Coreless,Dual Bearings,Plastic,35.92
HobbyKing,HK47005DTS,Digital,1.69,1.58,0.79,1.68,7.4,125.0,7.4,0.20,Coreless,Dual Bearings,Plastic,35.92
HobbyKing,HK47010DMG,Digital,2.05,1.58,0.79,1.68,4.8,55.6,4.8,0.05,Coreless,Dual Bearings,Titanium,38.24
HobbyKing,HK47010DMG,Digital,2.05,1.58,0.79,1.68,6.0,70.8,6.0,0.04,Coreless,Dual Bearings,Titanium,38.24
HobbyKing,HK47011DMG,Digital,2.05,1.58,0.79,1.68,4.8,120.8,4.8,0.08,Coreless,Dual Bearings,Titanium,38.24
HobbyKing,HK47011DMG,Digital,2.05,1.58,0.79,1.68,6.0,150.0,6.0,0.07,Coreless,Dual Bearings,Titanium,38.24
HobbyKing,HK47110DMG,Digital,2.15,1.58,0.79,1.68,4.8,55.6,4.8,0.05,Coreless,Dual Bearings,Titanium,41.44
HobbyKing,HK47110DMG,Digital,2.15,1.58,0.79,1.68,6.0,70.8,6.0,0.04,Coreless,Dual Bearings,Titanium,41.44
HobbyKing,HK47111DMG,Digital,2.15,1.58,0.79,1.68,4.8,120.8,4.8,0.08,Coreless,Dual Bearings,Titanium,41.44
HobbyKing,HK47111DMG,Digital,2.15,1.58,0.79,1.68,6.0,150.0,6.0,0.07,Coreless,Dual Bearings,Titanium,41.44
HPI Racing,SF-32TT,Digital,2.19,,,,6.0,333.0,6.0,0.15,Brushed,Dual Bearings,Titanium,139.99
HPI Racing,SFL-30MG,Digital,(add),,,,6.0,250.0,6.0,0.15,(add),(add),Metal,100.00
Hurricane Flight Systems,HFS5010,Analog,1.47,1.61,0.79,1.50,4.8,72.2,4.8,0.16,(add),Single Bearing,(add),10.00
Hurricane Flight Systems,HFS5g,Analog,0.20,0.89,0.46,0.83,4.8,12.5,4.8,0.10,(add),Bushing,(add),9.60
Hurricane Flight Systems,HFS945MGD,Digital,1.95,1.61,0.79,1.50,4.8,122.2,4.8,0.20,(add),Dual Bearings,(add),20.00
Hurricane Flight Systems,HFS995MGD,Digital,1.95,1.61,0.79,1.50,4.8,145.8,4.8,0.24,(add),Dual Bearings,(add),22.50
Hyper Technology,HTC-03AP84,Analog,1.29,1.59,0.78,1.41,6.0,45.8,4.8,0.18,Brushed,Bushing,Plastic,(add)
Hyper Technology,HTC-03DP88,Digital,1.41,1.59,0.78,1.41,6.0,45.8,4.8,0.16,Brushed,Bushing,Plastic,(add)
Hyper Technology,HTC-06AP85,Analog,1.48,1.59,0.78,1.41,6.0,88.9,4.8,0.18,Brushed,Single Bearing,Plastic,(add)
Hyper Technology,HTC-06DP89,Digital,1.57,1.59,0.78,1.41,6.0,88.9,4.8,0.16,Brushed,Single Bearing,Plastic,(add)
Hyper Technology,HTC-09AM83,Analog,1.82,1.59,0.76,1.52,6.0,127.8,4.8,0.20,Brushed,Dual Bearings,Metal,(add)
Hyper Technology,HTC-09DM82,Digital,1.80,1.61,0.79,1.45,6.0,127.8,4.8,0.13,Coreless,Dual Bearings,Metal,(add)
Hyper Technology,HTC-13AM87,Analog,1.83,1.59,0.76,1.52,6.0,184.7,4.8,0.20,(add),Dual Bearings,Metal,(add)
Hyper Technology,HTC-13DM81,Digital,1.87,1.61,0.79,1.45,6.0,181.9,4.8,0.13,Coreless,Dual Bearings,Metal,(add)
Hyper Technology,HTC-18DM86,Digital,1.90,1.61,0.79,1.49,6.0,252.8,4.8,0.11,Coreless,Dual Bearings,Metal,(add)
Hyperion,DS09-AMD,Digital,0.30,0.91,0.35,0.90,4.8,27.8,4.8,0.18,(add),Dual Bearings,Metal,32.95
